B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.86,0.73,0.31,0.22,1,0.32,Fulbari,Lashkora,MLL,0.0027,0.15,0.00009,6,1.36,0.04341
0.89,0.74,0.32,0.22,1,0.32,Fulbari,Lashkora,MLL,0.00282,0.3,0.0002,6.41,1.58,0.04214
0.91,0.76,0.34,0.22,0,0.32,Fulbari,Chilmari,HL,0.03112,0.17,0.00019,4.82,1.22,0.00714
0.93,0.78,0.36,0.22,0,0.32,Fulbari,Chilmari,MEL,0.01438,0.33,0.00017,8.35,1.87,0.00697
0.96,0.8,0.37,0.22,0.01,0.32,Fulbari,Chilmari,MEL,0.00701,0.21,0.00005,4.81,1.63,0.01694
0.98,0.82,0.39,0.22,0.01,0.32,Fulbari,Chilmari,MEL,0.0061,0.17,0.00009,3.71,1.26,0.00209
1,0.83,0.4,0.23,0.02,0.33,Fulbari,Chilmari,MEL,0.01055,0.23,0.0001,5.07,1.58,0.01064
0,0.85,0.42,0.23,0.02,0.33,Fulbari,Chilmari,MEL,0.0044,0.11,0.00008,1.77,0.43,0.00848
0.02,0.87,0.44,0.23,0.03,0.33,Fulbari,Chilmari,MEL,0.0047,0.13,0.0001,1.6,0.7,0.00908
0.05,0.89,0.45,0.23,0.03,0.33,Fulbari,TeestaSandySoil,MEL,0.01868,0.14,0.00014,2,0.68,0.00585
0.07,0.91,0.47,0.23,0.04,0.33,Fulbari,TeestaSandySoil,MLL,0.00676,0.09,0.00013,1,0.32,0.00717
0.1,0.92,0.48,0.23,0.04,0.33,Fulbari,TeestaAlluvialSoil,MEL,0.00476,0.09,0.00017,2,0.82,0.00659
0.12,0.94,0.5,0.23,0.05,0.33,Fulbari,TeestaAlluvialSoil,MLL,0.0114,0.12,0.00014,1.52,0.5,0.00124
0.14,0.96,0.52,0.23,0.05,0.34,Kaunia,Pirgachha,HL,0.08474,0.7,0.00051,5.99,1.62,0.05529
0.17,0.98,0.53,0.23,0.06,0.34,Kaunia,Pirgachha,HL,0.2547,0.37,0.00127,4.24,1,0.06501
0.19,1,0.55,0.24,0.06,0.34,Kaunia,Pirgachha,HL,0.2022,0.4,0.00088,3.38,0.81,0.02004
0.22,0,0.56,0.24,0.07,0.34,Kaunia,Pirgachha,HL,0.09441,0.21,0.0002,2.78,0.87,0.0067
0.24,0.02,0.58,0.24,0.07,0.34,Kaunia,Pirgachha,HL,0.1028,0.32,0.00051,2.55,0.62,0.00526
0.26,0.04,0.6,0.24,0.08,0.34,Kaunia,Pirgachha,HL,0.1483,0.31,0.00018,1.6,0.4,0.019
0.29,0.05,0.61,0.24,0.08,0.35,Kaunia,Palashbari,HL,0.2189,0.78,0.00148,4.1,0.94,0.02453
0.31,0.07,0.63,0.24,0.09,0.35,Kaunia,Palashbari,HL,0.0125,0.12,0.00017,1.82,0.59,0.01752
0.33,0.09,0.65,0.24,0.09,0.35,Kaunia,Palashbari,HL,0.1794,0.6,0.00033,4.46,1,0.02104
0.36,0.11,0.66,0.24,0.1,0.35,Kaunia,Palashbari,HL,0.07086,0.48,0.00013,2.3,0.56,0.0092
0.38,0.13,0.68,0.24,0.1,0.35,Kaunia,Palashbari,HL,0.175,0.39,0.00015,3.36,0.56,0.01144
0.41,0.15,0.69,0.24,0.11,0.35,Kaunia,Palashbari,HL,0.06587,0.25,0.00013,2.72,0.45,0.00955
0.43,0.16,0.71,0.25,0.11,0.35,Kaunia,Palashbari,HL,0.09189,0.3,0.00017,2.24,0.46,0.00603
0.45,0.18,0.73,0.25,0.12,0.36,Kaunia,Jamun,HL,0.06021,0.12,0.00088,2.74,0.3,0.00376
0.48,0.2,0.74,0.25,0.12,0.36,Kaunia,Jamun,HL,0.1054,0.3,0.00069,3.78,0.87,0.02488
0.5,0.22,0.76,0.25,0.12,0.36,Kaunia,Jamun,HL,0.09015,0.51,0.00266,3.46,0.67,0.01213
0.53,0.24,0.77,0.25,0.13,0.36,Kaunia,Jamun,HL,0.00763,0.16,0.00016,4.31,0.94,0.01137
0.55,0.25,0.79,0.25,0.13,0.36,Kaunia,Jamun,HL,0.01336,0.12,0.0001,4.29,0.91,0.02528
0.57,0.27,0.81,0.25,0.14,0.36,Kaunia,Jamun,HL,0.01942,0.15,0.00016,3.98,0.92,0.01218
0.6,0.29,0.82,0.25,0.14,0.37,Kaunia,Jamun,HL,0.07941,0.1,0.00011,3.97,1.19,0.00441
0.62,0.31,0.84,0.25,0.15,0.37,Kaunia,Jamun,MEL,0.08152,0.29,0.00012,12.65,1.32,0.0177
0.65,0.33,0.86,0.26,0.15,0.37,Kaunia,Jamun,MEL,0.00913,0.11,0.00038,4.86,1.18,0.02114
0.67,0.34,0.87,0.26,0.16,0.37,Kaunia,Jamun,HL,0.06285,0.13,0.00011,5.24,1.63,0.02806
0.69,0.36,0.89,0.26,0.16,0.37,Kaunia,Jamun,MEL,0.06839,0.24,0.00096,2.17,0.27,0.00607
0.72,0.38,0.9,0.26,0.17,0.37,Kaunia,Gangachara,HL,0.04,0.23,0.00018,3.63,0.94,0.01
0.74,0.4,0.92,0.26,0.17,0.37,Kaunia,Gangachara,MEL,0.02233,0.13,0.00012,2.92,0.71,0.00652
0.77,0.42,0.94,0.26,0.18,0.38,Kaunia,Gangachara,HL,0.112,0.2,0.00014,4.89,0.84,0.01939
0.79,0.44,0.95,0.26,0.18,0.38,Kaunia,Gangachara,HL,0.01884,0.13,0.00017,5.14,1.06,0.01089
0.81,0.45,0.97,0.26,0.19,0.38,Kaunia,Gangachara,MEL,0.06451,0.15,0.00016,3.76,0.52,0.0047
0.84,0.47,0.98,0.26,0.19,0.38,Kaunia,Gangachara,HL,0.02093,0.23,0.0001,6.89,1.63,0.01606
0.86,0.49,1,0.26,0.2,0.38,Kaunia,Gangachara,HL,0.02486,0.17,0.00018,5.81,1.09,0.01002
0.89,0.51,0,0.27,0.2,0.38,Kaunia,Gangachara,HL,0.08606,0.14,0.00012,4.55,0.73,0.01513
0.91,0.53,0.02,0.27,0.21,0.38,Kaunia,Gangachara,HL,0.00459,0.11,0.0001,5.49,1.12,0.01504
0.93,0.54,0.03,0.27,0.21,0.39,Kaunia,Gangachara,HL,0.02937,0.14,0.00012,3.33,0.65,0.00643
0.96,0.56,0.05,0.27,0.22,0.39,Kaunia,Gangachara,MEL,0.02675,0.24,0.00017,4.41,0.79,0.01113
0.98,0.58,0.06,0.27,0.22,0.39,Kaunia,Gangachara,MEL,0.04423,0.18,0.00015,3.32,0.44,0.00646
1,0.6,0.08,0.27,0.23,0.39,Kaunia,Gangachara,MEL,0.02646,0.14,0.00023,3.44,0.44,0.00649
0,0.62,0.1,0.27,0.23,0.39,Kaunia,Gangachara,MEL,0.00878,0.1,0.0001,5.32,1.45,0.0129
0.02,0.63,0.11,0.27,0.23,0.39,Kaunia,Gangachara,MEL,0.0044,0.12,0.00032,6.2,1.35,0.01391
0.05,0.65,0.13,0.27,0.24,0.4,Kaunia,Gangachara,MEL,0.0054,0.14,0.0001,5.69,1.7,0.00915
0.07,0.67,0.15,0.28,0.24,0.4,Kaunia,Gangachara,MEL,0.00624,0.15,0.00037,4.38,1.03,0.00709
0.1,0.69,0.16,0.28,0.25,0.4,Kaunia,Gangachara,MEL,0.01638,0.11,0.00011,3.58,0.77,0.0082
0.12,0.71,0.18,0.28,0.25,0.4,Kaunia,Gangachara,MEL,0.01451,0.13,0.00045,2.77,0.46,0.00355
0.14,0.73,0.19,0.28,0.26,0.4,Kaunia,Gangachara,MEL,0.02571,0.18,0.00033,5.54,0.61,0.02093
0.17,0.74,0.21,0.28,0.26,0.4,Kaunia,Gangachara,MEL,0.04937,0.28,0.00139,7.4,1.42,0.01928
0.19,0.76,0.23,0.28,0.27,0.4,Kaunia,Gangachara,MEL,0.02252,0.21,0.00062,3.91,0.69,0.00921
0.22,0.78,0.24,0.28,0.27,0.41,Kaunia,Gangachara,MEL,0.0086,0.21,0.0002,4.21,0.74,0.01167
0.24,0.8,0.26,0.28,0.28,0.41,Kaunia,Gangachara,MEL,0.00619,0.15,0.0004,4.06,0.82,0.01614
0.26,0.82,0.27,0.28,0.28,0.41,Kaunia,Gangachara,MEL,0.00613,0.13,0.00023,3.93,1.4,0.00922
0.29,0.83,0.29,0.28,0.29,0.41,Kaunia,Gangachara,MEL,0.00437,0.13,0.00088,6.2,2.07,0.06557
0.31,0.85,0.31,0.29,0.29,0.41,Kaunia,Gangachara,MEL,0.00896,0.14,0.00023,5.32,1.07,0.01862
0.33,0.87,0.32,0.29,0.3,0.41,Kaunia,Gangachara,MEL,0.00619,0.17,0.00025,3.46,0.87,0.00782
0.36,0.89,0.34,0.29,0.3,0.42,Kaunia,Gangachara,MEL,0.0206,0.16,0.00023,4.53,0.9,0.00868
0.38,0.91,0.36,0.29,0.31,0.42,Kaunia,Gangachara,MEL,0.04668,0.21,0.00044,4.8,0.87,0.00199
0.41,0.92,0.37,0.29,0.31,0.42,Kaunia,Kaunia,MEL,0.0097,0.13,0.0001,3.93,0.57,0.00717
0.43,0.94,0.39,0.29,0.32,0.42,Kaunia,Kaunia,MLL,0.01624,0.15,0.00008,4.78,0.99,0.019
0.45,0.96,0.4,0.29,0.32,0.42,Kaunia,Kaunia,MEL,0.00915,0.15,0.00017,3.45,0.87,0.02594
0.48,0.98,0.42,0.29,0.33,0.42,Kaunia,Kaunia,MEL,0.00702,0.2,0.00048,3.25,0.91,0.02175
0.5,1,0.44,0.29,0.33,0.42,Kaunia,Kaunia,MEL,0.00654,0.21,0.00125,4.79,1.3,0.00809
0.53,0,0.45,0.3,0.34,0.43,Kaunia,Kaunia,MEL,0.00984,0.34,0.00124,5.28,1.9,0.01108
0.55,0.02,0.47,0.3,0.34,0.43,Kaunia,Kaunia,MEL,0.00344,0.22,0.00014,3.58,1.5,0.01551
0.57,0.04,0.48,0.3,0.35,0.43,Kaunia,Kaunia,MEL,0.00927,0.28,0.00048,3.46,0.93,0.00713
0.6,0.05,0.5,0.3,0.35,0.43,Kaunia,Kaunia,MEL,0.00717,0.23,0.00011,2.98,0.65,0.00639
0.62,0.07,0.52,0.3,0.35,0.43,Kaunia,Kaunia,MLL,0.00901,0.16,0.00026,3.44,0.72,0.00998
0.65,0.09,0.53,0.3,0.36,0.43,Kaunia,Kaunia,MLL,0.01549,0.21,0.00026,2.49,0.73,0.01299
0.67,0.11,0.55,0.3,0.36,0.43,Kaunia,Kaunia,MLL,0.00897,0.35,0.0011,3.22,0.97,0.00965
0.69,0.13,0.56,0.3,0.37,0.44,Kaunia,Imadpur,MEL,0.01557,0.16,0.00132,5.18,1.65,0.01001
0.72,0.15,0.58,0.3,0.37,0.44,Kaunia,Imadpur,MEL,0.02416,0.14,0.00093,7.37,1.7,0.00501
0.74,0.16,0.6,0.3,0.38,0.44,Kaunia,Imadpur,MEL,0.0105,0.2,0.00036,3.58,1.09,0.02285
0.77,0.18,0.61,0.31,0.38,0.44,Kaunia,Imadpur,MEL,0.00485,0.16,0.0001,4.18,1.68,0.02812
0.79,0.2,0.63,0.31,0.39,0.44,Kaunia,Imadpur,MEL,0.00871,0.14,0.00016,3.75,0.99,0.01343
0.81,0.22,0.65,0.31,0.39,0.44,Kaunia,Imadpur,MEL,0.00465,0.15,0.00013,3.02,0.49,0.01214
0.84,0.24,0.66,0.31,0.4,0.45,Kaunia,Imadpur,MEL,0.00424,0.2,0.00014,2.82,0.68,0.00812
0.86,0.25,0.68,0.31,0.4,0.45,Kaunia,Lashkora,MLL,0.00518,0.47,0.00168,5.8,1.57,0.01806
0.89,0.27,0.69,0.31,0.41,0.45,Kaunia,Kachna,MLL,0.00579,0.51,0.00058,8.88,1.98,0.02169
0.91,0.29,0.71,0.31,0.41,0.45,Kaunia,Chilmari,HL,0.01646,0.22,0.00039,2.9,0.85,0.03955
0.93,0.31,0.73,0.31,0.42,0.45,Kaunia,Saghata,HL,0.0057,0.26,0.00041,5.84,0.89,0.04835
0.96,0.33,0.74,0.31,0.42,0.45,Kaunia,Saghata,HL,0.02156,0.26,0.00147,4.24,0.8,0.00787
0.98,0.34,0.76,0.32,0.43,0.45,Kaunia,Saghata,HL,0.01327,0.29,0.00075,4.06,0.72,0.01376
1,0.36,0.77,0.32,0.43,0.46,Kaunia,Saghata,HL,0.1208,0.28,0.00044,2.33,0.42,0.02294
0,0.38,0.79,0.32,0.44,0.46,Kaunia,Saghata,HL,0.0304,0.17,0.00075,1.37,0.22,0.01641
0.02,0.4,0.81,0.32,0.44,0.46,Kaunia,Saghata,HL,0.044,0.16,0.00041,1.21,0.26,0.00481
0.05,0.42,0.82,0.32,0.45,0.46,Kaunia,Saghata,HL,0.036,0.32,0.00129,5.16,1.37,0.00322
0.07,0.44,0.84,0.32,0.45,0.46,Kaunia,Saghata,HL,0.03912,0.48,0.00024,2.99,0.68,0.03642
0.1,0.45,0.86,0.32,0.46,0.46,Kaunia,Saghata,MEL,0.0106,0.28,0.00017,3.35,1.17,0.01651
0.12,0.47,0.87,0.32,0.46,0.47,Kaunia,TeestaAlluvialSoil,HL,0.04045,0.33,0.00013,2.91,0.65,0.01932
0.14,0.49,0.89,0.32,0.46,0.47,Kaunia,TeestaAlluvialSoil,HL,0.06285,0.3,0.00026,2.72,0.45,0.01575
0.17,0.51,0.9,0.33,0.47,0.47,Kaunia,TeestaAlluvialSoil,HL,0.0212,0.77,0.00178,5.94,1.46,0.01046
0.19,0.53,0.92,0.33,0.47,0.47,Kaunia,TeestaAlluvialSoil,MEL,0.01161,0.25,0.00045,4.33,1.05,0.01931
0.22,0.54,0.94,0.33,0.48,0.47,Kaunia,TeestaAlluvialSoil,MEL,0.00608,0.31,0.00062,3.7,1.17,0.01659
0.24,0.56,0.95,0.33,0.48,0.47,Kaunia,TeestaAlluvialSoil,MEL,0.01448,0.3,0.00097,3.77,0.87,0.0125
0.26,0.58,0.97,0.33,0.49,0.47,Kaunia,TeestaAlluvialSoil,MEL,0.08605,0.37,0.00116,3.29,0.61,0.00664
0.29,0.6,0.98,0.33,0.49,0.48,Kaunia,TeestaAlluvialSoil,MEL,0.02524,0.4,0.00154,4.02,0.9,0.01841
0.31,0.62,1,0.33,0.5,0.48,Kaunia,TeestaAlluvialSoil,MEL,0.01454,0.41,0.00097,4.15,1,0.02228
0.33,0.63,0,0.33,0.5,0.48,Kaunia,TeestaAlluvialSoil,MEL,0.03722,0.19,0.00063,2.61,0.54,0.01461
0.36,0.65,0.02,0.33,0.51,0.48,Kaunia,TeestaAlluvialSoil,MEL,0.02277,0.27,0.0003,2.51,0.43,0.02019
0.38,0.67,0.03,0.33,0.51,0.48,Kaunia,TeestaAlluvialSoil,MEL,0.02176,0.27,0.0014,2.89,0.52,0.01221
0.41,0.69,0.05,0.34,0.52,0.48,Kaunia,TeestaAlluvialSoil,MLL,0.04059,0.49,0.00099,3.65,0.68,0.0154
0.43,0.71,0.06,0.34,0.52,0.49,Kaunia,TeestaSandySoil,MEL,0.00944,0.25,0.00099,5.19,1.36,0.02168
0.45,0.73,0.08,0.34,0.53,0.49,Gangachara,Domar,HL,0.09,0.14,0.00016,0.13,0.38,0.0098
0.48,0.74,0.1,0.34,0.53,0.49,Gangachara,Domar,HL,0.0805,0.26,0.00038,0.76,0.24,0.0046
0.5,0.76,0.11,0.34,0.54,0.49,Gangachara,Domar,HL,0.1004,0.13,0.00057,4.7,0.36,0.003
0.53,0.78,0.13,0.34,0.54,0.49,Gangachara,Domar,HL,0.1,0.17,0.00039,4.78,0.38,0.013
0.55,0.8,0.15,0.34,0.55,0.49,Gangachara,Pirgachha,HL,0.0909,0.24,0.00033,3.24,0.24,0.0069
0.57,0.82,0.16,0.34,0.55,0.49,Gangachara,Pirgachha,HL,0.0851,0.24,0.00028,5.22,0.41,0.0298
0.6,0.83,0.18,0.34,0.56,0.5,Gangachara,Pirgachha,HL,0.1428,0.26,0.00044,4.27,0.35,0.0115
0.62,0.85,0.19,0.35,0.56,0.5,Gangachara,Pirgachha,HL,0.1085,0.44,0.00049,5.1,0.45,0.014
0.65,0.87,0.21,0.35,0.57,0.5,Gangachara,Pirgachha,HL,0.1058,0.3,0.00029,4.64,0.46,0.0087
0.67,0.89,0.23,0.35,0.57,0.5,Gangachara,Pirgachha,HL,0.1144,0.36,0.00038,5.7,0.6,0.0157
0.69,0.91,0.24,0.35,0.58,0.5,Gangachara,Pirgachha,HL,0.10012,0.31,0.00035,4.05,0.37,0.0158
0.72,0.92,0.26,0.35,0.58,0.5,Gangachara,Palashbari,HL,0.1121,0.22,0.00037,5.76,0.56,0.0086
0.74,0.94,0.27,0.35,0.58,0.5,Gangachara,Palashbari,HL,0.07833,0.32,0.00046,4.63,0.36,0.0177
0.77,0.96,0.29,0.35,0.59,0.51,Gangachara,Gangachara,HL,0.04235,0.24,0.0002,5.06,1.06,0.0285
0.79,0.98,0.31,0.35,0.59,0.51,Gangachara,Pirgachha,HL,0.03481,0.27,0.00033,5.67,0.51,0.0124
0.81,1,0.32,0.35,0.6,0.51,Gangachara,Pirgachha,HL,0.10558,0.26,0.0003,6,0.59,0.0162
0.84,0,0.34,0.35,0.6,0.51,Gangachara,Palashbari,HL,0.0907,0.19,0.00035,5.29,0.49,0.0117
0.86,0.02,0.36,0.36,0.61,0.51,Gangachara,Palashbari,HL,0.0708,0.19,0.00057,3.83,0.52,0.0173
0.89,0.04,0.37,0.36,0.61,0.51,Gangachara,Palashbari,HL,0.08561,0.22,0.00032,4.7,0.46,0.0086
0.91,0.05,0.39,0.36,0.62,0.52,Gangachara,Palashbari,HL,0.03507,0.44,0.00022,4.6,0.69,0.0195
0.93,0.07,0.4,0.36,0.62,0.52,Gangachara,Palashbari,HL,0.08858,0.16,0.00035,3.53,0.5,0.0115
0.96,0.09,0.42,0.36,0.63,0.52,Gangachara,Palashbari,HL,0.07096,0.31,0.00042,4.87,0,0.0037
0.98,0.11,0.44,0.36,0.63,0.52,Gangachara,Palashbari,HL,0.06228,0.2,0.00031,3.75,0.34,0.0036
1,0.13,0.45,0.36,0.64,0.52,Gangachara,Gangachara,HL,0.05472,0.27,0.00031,3.36,0.7,0.01
0,0.15,0.47,0.36,0.64,0.52,Gangachara,Gangachara,HL,0.03558,0.2,0.00024,3.43,0.76,0.0197
0.02,0.16,0.48,0.36,0.65,0.52,Gangachara,Gangachara,HL,0.08218,0.33,0.00044,6.06,0.59,0.0124
0.05,0.18,0.5,0.37,0.65,0.53,Gangachara,Gangachara,HL,0.11524,0.18,0.00031,4.25,0.6,0.0063
0.07,0.2,0.52,0.37,0.66,0.53,Gangachara,Gangachara,HL,0.04057,0.19,0.00027,2.67,0.3,0.0051
0.1,0.22,0.53,0.37,0.66,0.53,Gangachara,Gangachara,MEL,0.06075,0.21,0.00025,4.9,0.68,0.0102
0.12,0.24,0.55,0.37,0.67,0.53,Gangachara,Gangachara,MEL,0.08542,0.23,0.00026,6.29,0.51,0.0064
0.14,0.25,0.56,0.37,0.67,0.53,Gangachara,Gangachara,MEL,0.11551,0.23,0.00029,5.65,0.58,0.0048
0.17,0.27,0.58,0.37,0.68,0.53,Gangachara,Gangachara,MEL,0.02526,0.19,0.0002,3.65,0.88,0.0097
0.19,0.29,0.6,0.37,0.68,0.54,Gangachara,Gangachara,MEL,0.0787,0.36,0.00032,4.59,0.61,0.0049
0.22,0.31,0.61,0.37,0.69,0.54,Gangachara,Palashbari,HL,0.09079,0.28,0.00038,3.51,0.29,0.012
0.24,0.33,0.63,0.37,0.69,0.54,Gangachara,Palashbari,HL,0.0466,0.43,0.00032,4.43,1.01,0.0071
0.26,0.34,0.65,0.37,0.69,0.54,Gangachara,Palashbari,HL,0.13017,0.3,0.00022,4.66,0.38,0.0122
0.29,0.36,0.66,0.38,0.7,0.54,Gangachara,Gangachara,HL,0.007008,0.33,0.00035,4.16,0.39,0.0098
0.31,0.38,0.68,0.38,0.7,0.54,Gangachara,Gangachara,HL,0.10501,0.32,0.00032,2.74,0.52,0.0187
0.33,0.4,0.69,0.38,0.71,0.54,Gangachara,Gangachara,HL,0.03031,0.34,0.0004,4.54,1.01,0.0113
0.36,0.42,0.71,0.38,0.71,0.55,Gangachara,Gangachara,HL,0.06062,0.23,0.0003,5.91,0.77,0.0051
0.38,0.44,0.73,0.38,0.72,0.55,Gangachara,Gangachara,HL,0.02068,0.2,0.00024,5.73,0.56,0.018
0.41,0.45,0.74,0.38,0.72,0.55,Gangachara,Gangachara,HL,0.08052,0.28,0.00031,3.73,0.51,0.0156
0.43,0.47,0.76,0.38,0.73,0.55,Gangachara,Gangachara,HL,0.10096,0.2,0.00032,5.15,0.53,0.0088
0.45,0.49,0.77,0.38,0.73,0.55,Gangachara,Gangachara,HL,0.09336,0.26,0.00028,4.34,0.66,0.0119
0.48,0.51,0.79,0.38,0.74,0.55,Gangachara,Gangachara,HL,0.10399,0.14,0.00036,0.46,0.2,0.0034
0.5,0.53,0.81,0.39,0.74,0.56,Gangachara,Gangachara,MEL,0.01229,0.19,0.00034,5.73,0.87,0.0156
0.53,0.54,0.82,0.39,0.75,0.56,Gangachara,Gangachara,MEL,0.0508,0.23,0.0003,5.13,0.75,0.008
0.55,0.56,0.84,0.39,0.75,0.56,Gangachara,Gangachara,MEL,0.04034,0.28,0.00028,4.97,0.84,0.0115
0.57,0.58,0.86,0.39,0.76,0.56,Gangachara,Gangachara,MEL,0.08015,0.39,0.00046,5.8,1.01,0.0074
0.6,0.6,0.87,0.39,0.76,0.56,Gangachara,Gangachara,MEL,0.02565,0.21,0.00029,4.87,1.09,0.0161
0.62,0.62,0.89,0.39,0.77,0.56,Gangachara,Gangachara,MEL,0.03331,0.21,0.00026,5.01,0.92,0.0089
0.65,0.63,0.9,0.39,0.77,0.56,Gangachara,Palashbari,HL,0.08868,0.31,0.00035,0.45,0.18,0.0044
0.67,0.65,0.92,0.39,0.78,0.57,Gangachara,Gangachara,HL,0.09331,0.2,0.00046,1.36,0.47,0.0091
0.69,0.67,0.94,0.39,0.78,0.57,Gangachara,Gangachara,HL,0.03868,0.18,0.00036,1.06,0.73,0.0168
0.72,0.69,0.95,0.39,0.79,0.57,Gangachara,Gangachara,MEL,0.08126,0.2,0.00032,1.76,0.55,0.005
0.74,0.71,0.97,0.4,0.79,0.57,Gangachara,Gangachara,MEL,0.08948,0.2,0.00038,1.31,0.56,0.0209
0.77,0.73,0.98,0.4,0.8,0.57,Gangachara,Gangachara,MEL,0.09646,0.18,0.00038,0.93,0.55,0.009
0.79,0.74,1,0.4,0.8,0.57,Gangachara,Gangachara,MEL,0.08594,0.2,0.0003,1.3,0.61,0.0106
0.81,0.76,0,0.4,0.81,0.57,Gangachara,Gangachara,MEL,0.02621,0.18,0.00037,1.32,0.61,0.0153
0.84,0.78,0.02,0.4,0.81,0.58,Gangachara,Gangachara,MEL,0.01918,0.19,0.00031,1.28,0.75,0.0191
0.86,0.8,0.03,0.4,0.81,0.58,Gangachara,Gangachara,MEL,0.0162,0.17,0.0003,2.19,0.79,0.0246
0.89,0.82,0.05,0.4,0.82,0.58,Gangachara,Gangachara,MEL,0.01453,0.2,0.00038,2.09,0.85,0.0289
0.91,0.83,0.06,0.4,0.82,0.58,Gangachara,Gangachara,MEL,0.07474,0.21,0.00042,1.76,0.86,0.0085
0.93,0.85,0.08,0.4,0.83,0.58,Gangachara,Gangachara,MEL,0.05501,0.24,0.0002,1.39,0.76,0.0258
0.96,0.87,0.1,0.41,0.83,0.58,Gangachara,Gangachara,MEL,0.00787,0.2,0.00023,1.79,0.96,0.0265
0.98,0.89,0.11,0.41,0.84,0.59,Gangachara,Gangachara,MEL,0.01406,0.23,0.00033,1.96,0.93,0.0248
1,0.91,0.13,0.41,0.84,0.59,Gangachara,Gangachara,MEL,0.01029,0.23,0.0003,2,0.74,0.0259
0,0.92,0.15,0.41,0.85,0.59,Gangachara,Gangachara,MEL,0.00333,0.24,0.00033,1.99,0.75,0.0237
0.02,0.94,0.16,0.41,0.85,0.59,Gangachara,Gangachara,MEL,0.01988,0.2,0.0003,1.43,0.67,0.0214
0.05,0.96,0.18,0.41,0.86,0.59,Gangachara,Gangachara,MEL,0.02854,0.2,0.00026,1.53,0.83,0.0298
0.07,0.98,0.19,0.41,0.86,0.59,Gangachara,Gangachara,MEL,0.0651,0.24,0.00023,2.91,0.46,0.0071
0.1,1,0.21,0.41,0.87,0.59,Gangachara,Gangachara,MEL,0.04102,0.23,0.00025,2.27,0.61,0.0097
0.12,0,0.23,0.41,0.87,0.6,Gangachara,Gangachara,MEL,0.00874,0.21,0.00044,2.122,0.93,0.0289
0.14,0.02,0.24,0.41,0.88,0.6,Gangachara,Gangachara,MEL,0.01147,0.19,0.00024,2.05,0.94,0.0295
0.17,0.04,0.26,0.42,0.88,0.6,Gangachara,Gangachara,MEL,0.02488,0.2,0.0002,1.79,0.78,0.0131
0.19,0.05,0.27,0.42,0.89,0.6,Gangachara,Gangachara,MEL,0.06006,0.23,0.0002,0.87,0.52,0.0062
0.22,0.07,0.29,0.42,0.89,0.6,Gangachara,Gangachara,MEL,0.03447,0.27,0.0002,1.36,0.66,0.0062
0.24,0.09,0.31,0.42,0.9,0.6,Gangachara,Gangachara,MEL,0.0241,0.2,0.0002,1.18,0.62,0.0065
0.26,0.11,0.32,0.42,0.9,0.61,Gangachara,Gangachara,MEL,0.02178,0.2,0.00025,1.4,0.67,0.0043
0.29,0.13,0.34,0.42,0.91,0.61,Gangachara,Gangachara,MEL,0.04701,0.21,0.00048,1.97,0.74,0.008
0.31,0.15,0.36,0.42,0.91,0.61,Gangachara,Gangachara,MEL,0.05714,0.29,0.0002,1.64,0.79,0.0076
0.33,0.16,0.37,0.42,0.92,0.61,Gangachara,Gangachara,MEL,0.007,0.2,0.00021,1.64,0.58,0.0138
0.36,0.18,0.39,0.42,0.92,0.61,Gangachara,Gangachara,MEL,0.05212,0.16,0.0002,1.45,0.57,0.054
0.38,0.2,0.4,0.43,0.92,0.61,Gangachara,Gangachara,MEL,0.00887,0.19,0.00024,1.98,0.81,0.027
0.41,0.22,0.42,0.43,0.93,0.61,Gangachara,Gangachara,MEL,0.0353,0.23,0.00029,1.38,0.56,0.0092
0.43,0.24,0.44,0.43,0.93,0.62,Gangachara,Gangachara,MEL,0.01134,0.23,0.00033,1.72,0.74,0.0073
0.45,0.25,0.45,0.43,0.94,0.62,Gangachara,Gangachara,MEL,0.02225,0.28,0.0002,1.54,0.84,0.0061
0.48,0.27,0.47,0.43,0.94,0.62,Gangachara,Gangachara,MEL,0.03589,0.23,0.00023,1.36,0.72,0.0087
0.5,0.29,0.48,0.43,0.95,0.62,Gangachara,Gangachara,MEL,0.00829,0.2,0.00049,2.91,0.83,0.0258
0.53,0.31,0.5,0.43,0.95,0.62,Gangachara,Gangachara,MEL,0.01165,0.21,0.00026,0.71,0.47,0.0114
0.55,0.33,0.52,0.43,0.96,0.62,Gangachara,Gangachara,MEL,0.00788,0.16,0.00078,2.14,0.98,0.0245
0.57,0.34,0.53,0.43,0.96,0.63,Gangachara,Kaunia,MEL,0.00904,0.23,0.00024,1.82,0.89,0.0248
0.6,0.36,0.55,0.43,0.97,0.63,Gangachara,Kaunia,MEL,0.00561,0.16,0.00024,1.5,0.7,0.0284
0.62,0.38,0.56,0.44,0.97,0.63,Gangachara,Gangachara,MEL,0.01612,0.11,0.00024,0.99,0.51,0.0175
0.65,0.4,0.58,0.44,0.98,0.63,Gangachara,Gangachara,MEL,0.0219,0.23,0.00049,1.06,0.61,0.0169
0.67,0.42,0.6,0.44,0.98,0.63,Gangachara,Kaunia,MEL,0.0304,0.24,0.00025,0.7,0.58,0.0068
